PUMFID,CERTLEVP,REG_INST,REG_RESP,PGMCIPAP,PGM_P034,PGM_P036,PGM_P100,PGM_P111,PGM_280A,PGM_280B,PGM_280C,PGM_280D,PGM_280E,PGM_280F,PGM_290,PGM_350,PGM_380,PGM_P401,PGM_410,PGM_415,PGM_430,COV_010,COV_070,COV_080,EDU_010,EDU_P020,HLOSINTP,STL_010,STL_020,STULOANS,STL_030,OWESLGD,OWEGVIN,STL_080,STL_100A,STL_100B,STL_100C,STL_100D,STL_130,STL_150,STL_160B,STL_160C,STL_160D,STL_160E,STL_160F,STL_160G,STL_160H,STL_160I,STL_160J,STL_160L,STLP160N,SRCFUND,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170G,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,RESPP,STL_190,DBTOTGRD,DBTALGRD,DBTOTINT,DBTALINT,SCHOLARP,LMA_010,LFSTATP,LMA2_07,LMA3_P01,LFCINDP,LFCOCCP,LFWFTPTP,LMA6_05,LMA6_08,JOBQLEVP,JOBQLGRD,JOBQLINT,LMA6_11,LMA6_12,LMA6_13A,LMA6_13B,LMA6_13C,JOBINCP,LMA6_15,AFT_P010,AFT_P020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_160,PREVLEVP,HLOSGRDP,PAR1GRD,PAR1INT,PAR2GRD,PAR2INT,GRADAGEP,GENDER2,MS_P01,MS_P02,CTZSHIPP,VISBMINP,PERSINCP,DDIS_FL
77941,2,1,1,7,1,6,2,6,2,2,2,2,2,1,1,2,2,1,5,3,1,1,1,2,1,1,2,1,1,1,96,4,4,1,1,2,2,6,5,2,2,2,1,1,1,2,1,2,2,2,2,3,1,6,6,2,2,1,6,2,6,6,6,6,6,2,6,4,6,4,2,2,1,2,1,2,7,2,2,8,9,1,1,3,1,2,3,1,1,1,6,6,6,6,6,6,6,3,3,6,2,2,2,2,2,1,1,2,2,1,2,1,2
77944,3,2,2,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,3,2,2,4,2,1,1,3,1,1,1,96,2,0,2,6,6,6,1,6,2,1,2,2,1,2,1,1,2,2,2,2,3,2,2,6,6,1,6,2,1,6,6,6,6,9,2,6,2,6,0,4,2,1,2,1,4,2,1,1,4,2,1,1,1,2,2,2,2,5,1,6,6,6,6,6,6,6,1,6,2,3,1,1,1,1,2,2,1,2,1,2,4,2
77945,2,4,4,2,2,2,2,6,2,2,2,2,2,1,2,2,2,2,1,3,1,2,4,2,1,1,2,1,1,1,96,3,3,2,6,6,6,1,4,2,1,2,2,1,1,2,2,2,2,2,2,3,2,2,6,6,1,1,6,6,6,6,6,6,3,6,6,3,6,3,2,1,1,2,1,1,2,1,2,6,9,1,1,3,2,2,2,2,1,2,3,2,1,1,2,2,3,3,1,6,2,2,2,1,1,1,2,1,2,1,2,1,2
77946,1,4,3,9,1,6,1,2,2,2,2,2,2,1,1,1,2,3,2,3,1,2,1,2,2,6,1,1,1,1,96,2,2,2,6,6,6,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,2,6,2,1,2,1,7,4,1,1,1,1,1,2,1,1,1,1,1,4,1,6,6,6,6,6,6,6,1,6,2,2,2,2,2,2,3,2,1,1,1,2,4,2
77947,2,3,3,6,1,6,2,6,2,2,2,2,2,1,1,1,1,1,1,4,1,2,1,2,1,1,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,1,2,1,2,1,1,2,2,2,2,3,2,6,1,6,1,6,2,2,6,6,6,6,6,2,6,6,6,6,4,2,1,2,1,1,3,1,1,5,3,3,2,1,2,2,1,1,4,1,6,6,6,6,6,6,6,3,1,6,2,2,1,2,1,1,2,2,2,1,1,1,2
77948,2,2,2,5,1,6,2,6,2,2,2,2,2,1,1,1,2,2,3,3,1,6,1,2,2,6,2,1,1,1,96,0,0,6,6,6,6,6,6,1,2,1,2,2,2,2,1,1,2,2,2,3,2,6,1,6,6,6,6,1,2,6,6,6,6,2,3,3,1,1,6,2,1,2,1,3,3,1,1,1,2,2,2,1,2,1,2,1,4,2,2,1,1,1,2,2,1,3,5,6,2,1,1,1,1,2,2,2,2,1,2,4,1
77950,2,2,2,9,1,6,1,2,2,2,2,2,2,1,1,1,2,2,2,3,1,2,5,2,1,2,2,1,1,1,96,3,0,2,1,2,2,6,6,2,2,1,2,2,1,2,1,1,1,2,2,3,1,6,2,6,6,2,6,2,1,2,6,6,6,2,2,4,0,0,6,2,1,2,2,7,4,1,6,96,6,6,6,1,6,6,6,6,96,6,1,1,1,2,2,1,3,3,2,6,2,2,2,1,1,1,1,1,2,1,2,99,2
77954,1,3,3,8,1,6,1,1,2,2,2,2,2,1,1,2,2,1,1,3,1,2,1,1,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,2,1,1,10,1,1,1,0,1,1,1,2,2,2,1,4,2,1,2,1,1,1,6,1,3,1,6,1,3,3,3,3,1,1,2,2,1,2,4,1
77956,3,3,3,9,1,6,2,6,1,2,2,2,1,2,1,1,2,1,3,3,1,2,1,1,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,2,2,2,2,3,2,6,6,6,1,2,2,1,6,6,6,6,6,2,6,6,6,6,4,2,1,1,2,4,5,1,6,96,6,6,6,1,6,6,6,6,96,6,2,1,2,1,6,6,1,3,3,3,3,1,1,1,1,3,2,2,2,1,2,99,2
77957,3,2,2,5,1,6,1,2,2,2,2,2,2,1,2,2,2,1,1,3,1,2,1,2,2,6,3,1,1,1,96,2,1,2,6,6,6,1,3,2,1,2,2,2,1,2,1,2,2,2,2,3,1,2,6,6,6,2,6,1,6,6,6,6,3,2,6,2,6,1,6,2,1,2,1,4,2,1,1,2,3,2,2,1,2,1,2,2,4,1,6,6,6,6,6,6,6,3,6,2,3,1,1,1,1,2,2,1,1,1,2,3,2
77958,3,1,3,4,2,1,2,6,2,2,2,2,2,1,1,2,2,3,2,2,1,2,1,1,2,6,3,1,1,1,96,9,9,6,6,6,6,6,6,2,2,2,2,1,1,2,1,2,2,1,2,3,1,6,6,6,2,1,6,2,6,6,2,6,6,2,6,9,6,9,1,2,1,1,1,6,2,1,1,1,2,1,1,1,2,4,2,3,5,2,2,1,1,1,1,6,1,1,6,2,3,1,1,1,1,9,2,1,1,1,2,5,2
77959,3,2,2,1,1,6,2,6,2,2,2,2,2,1,2,2,2,3,6,3,1,2,3,1,1,1,3,1,1,1,96,3,1,2,2,1,1,6,2,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,1,1,1,2,2,2,1,1,6,2,3,1,1,1,1,2,1,1,1,1,2,2,2
77960,2,1,1,9,1,6,1,2,2,2,2,2,2,1,1,2,2,1,2,3,2,1,5,1,2,6,2,1,1,1,96,4,3,2,6,6,6,1,2,1,2,1,1,1,2,2,2,1,2,2,2,3,1,6,2,2,2,6,6,6,1,6,6,6,6,6,4,4,0,3,9,2,1,2,1,2,4,1,1,3,2,2,2,1,2,4,4,1,4,1,6,6,6,6,6,6,6,3,4,2,2,1,1,1,1,2,1,1,2,1,2,4,1
77961,2,4,4,6,2,1,2,6,2,2,2,2,2,1,1,2,2,1,3,3,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,1,2,2,2,2,3,2,1,6,6,6,2,6,1,6,6,6,6,3,1,3,3,3,3,6,2,1,2,1,4,3,1,1,8,2,2,2,1,2,2,3,1,3,2,1,1,1,1,1,6,3,3,2,6,2,3,3,3,3,1,2,2,2,1,2,99,2
77964,1,4,4,8,1,6,2,6,2,2,2,2,2,1,1,1,2,1,3,1,1,2,2,2,2,6,1,1,1,1,96,2,1,2,1,2,2,6,2,2,2,1,2,2,1,2,1,2,2,2,2,3,1,6,2,6,6,2,6,1,6,6,6,6,6,1,3,3,2,3,6,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,4,2,1,1,2,1,2,2,1,2,2,3,3,3,3,1,1,2,2,3,2,2,1
77965,2,3,3,9,1,6,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,6,2,1,1,1,96,4,0,2,6,6,6,1,6,1,2,1,2,2,1,2,2,1,1,2,2,3,1,6,2,6,6,1,6,6,2,2,6,6,6,6,3,4,0,0,6,2,1,2,1,7,4,1,1,3,2,2,2,1,2,2,4,2,4,1,6,6,6,6,6,6,6,1,6,6,2,1,1,1,1,3,2,1,1,1,2,99,2
77966,2,1,1,10,1,6,2,6,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,3,1,1,1,96,3,4,2,6,6,6,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,4,1,2,1,2,1,3,5,1,1,3,2,2,1,2,2,2,2,2,4,1,6,6,6,6,6,6,6,1,6,6,2,3,3,1,1,4,1,2,2,1,1,2,1
77967,2,4,9,2,1,6,2,6,2,2,2,2,2,1,1,2,2,2,1,3,1,2,2,1,2,6,2,1,1,1,96,4,4,2,1,2,2,6,4,2,2,1,2,1,1,2,1,2,2,2,2,3,1,6,1,6,2,2,6,2,6,6,6,6,6,2,6,4,6,4,1,2,1,2,1,99,7,2,2,2,0,1,1,3,1,4,5,3,1,2,2,4,1,2,2,4,1,3,6,6,2,1,1,1,1,1,2,2,2,1,2,1,1
77968,3,1,1,1,1,6,2,6,2,2,2,2,2,1,1,1,2,3,6,2,1,2,1,2,1,1,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,2,1,1,1,6,1,1,3,9,3,1,1,1,1,9,2,1,9,2,9,4,2
77972,2,4,4,2,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,3,2,2,1,2,2,6,2,2,6,2,4,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,1,10,1,1,7,0,1,1,3,1,2,3,3,2,2,3,2,1,2,1,6,3,4,1,2,2,1,1,1,1,1,1,2,2,3,1,2,2
77975,2,3,3,6,1,6,2,6,2,2,2,2,2,1,1,1,2,2,2,3,1,2,2,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,1,6,6,2,2,6,1,6,6,6,6,3,1,2,2,0,0,1,2,1,2,1,1,10,1,1,1,2,2,2,2,2,3,3,3,2,1,6,6,6,6,6,6,6,3,3,6,2,1,1,1,1,1,1,2,2,1,1,1,2
77978,2,4,4,4,1,6,2,6,2,2,2,2,2,1,2,1,2,1,2,2,1,1,4,2,2,6,2,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,2,1,2,1,99,99,9,1,2,2,1,1,2,1,2,3,4,99,1,6,6,6,6,6,6,6,3,3,6,2,3,3,3,3,3,2,2,2,9,1,4,2
77979,1,2,2,6,1,6,2,6,2,2,2,2,2,1,1,1,2,3,1,3,1,6,1,2,1,1,2,1,1,1,96,0,1,6,6,6,6,6,6,2,1,2,1,1,1,1,2,2,2,2,2,3,2,2,6,2,2,1,1,6,6,6,6,6,3,6,6,0,6,1,2,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,4,1,1,2,1,6,3,3,4,6,1,9,9,9,9,1,2,2,2,1,1,1,2
77980,2,4,4,1,2,4,1,2,2,2,2,2,2,1,1,2,2,1,3,6,1,2,1,2,2,6,2,1,1,1,96,0,0,6,6,6,6,6,6,2,2,2,2,1,1,2,1,2,2,2,1,3,2,6,6,6,1,1,6,2,6,6,6,9,6,2,6,0,6,0,2,2,1,2,1,5,5,1,1,1,2,2,2,1,2,2,3,2,4,1,6,6,6,6,6,6,6,3,6,6,2,2,2,2,2,1,2,1,2,1,2,2,1
77981,1,4,4,4,1,6,1,3,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,6,1,1,1,1,96,3,1,2,6,6,6,1,3,2,2,1,2,1,2,2,2,2,2,2,2,3,2,6,1,6,1,6,6,6,6,6,6,6,6,6,6,3,6,1,2,2,1,2,1,7,5,1,1,1,1,2,2,1,2,1,3,1,2,1,6,6,6,6,6,6,6,1,4,6,1,3,3,2,2,3,2,2,1,2,2,2,2
77982,1,4,4,5,1,6,2,6,1,2,1,1,2,2,2,2,2,1,1,3,1,1,3,1,1,1,2,2,6,2,3,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,3,3,6,2,1,2,1,3,7,1,1,1,1,2,1,1,1,2,4,2,2,1,6,6,6,6,6,6,6,4,1,6,1,3,3,1,1,2,2,2,2,9,1,2,2
77983,2,3,3,5,1,6,2,6,2,2,2,1,2,2,2,1,2,1,9,3,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,4,1,2,2,2,2,3,1,6,2,1,1,1,1,1,1,2,2,3,1,1,2
77984,2,1,1,8,1,6,1,1,2,2,2,2,2,1,2,2,2,2,2,3,1,2,1,1,2,6,2,1,1,1,96,1,1,2,6,6,6,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,2,1,2,1,1,3,1,1,7,2,2,2,1,2,2,2,3,4,1,6,6,6,6,6,6,6,1,4,2,2,2,2,1,1,3,1,1,2,1,2,3,2
77985,2,1,3,9,1,6,1,2,2,2,2,2,2,1,1,2,2,2,3,3,2,2,3,2,1,1,2,1,1,1,96,4,4,2,1,2,2,6,4,2,2,1,2,1,2,2,2,2,2,2,2,3,1,6,1,6,2,6,6,6,6,6,6,6,6,6,6,4,6,4,1,1,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,4,2,1,1,1,6,3,1,3,6,2,1,1,1,1,2,2,2,2,2,1,3,2
77986,1,4,4,8,1,6,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,4,1,2,6,1,1,1,1,96,2,1,2,6,6,6,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,2,10,1,1,1,0,1,1,1,1,1,2,1,3,2,1,2,1,1,1,6,1,1,6,6,1,3,3,3,3,2,1,2,2,1,1,3,2
77987,2,4,4,4,1,6,1,2,2,2,1,2,1,2,1,1,2,1,2,3,1,2,5,1,2,6,2,2,6,2,5,6,6,6,6,6,6,6,6,6,2,1,2,2,1,2,1,2,2,2,2,3,2,6,2,6,6,1,6,1,6,6,6,6,6,2,6,6,6,6,6,2,3,6,6,96,96,6,6,96,6,9,6,6,6,6,6,6,96,6,2,1,1,2,1,6,3,9,99,9,9,9,9,9,9,1,1,9,9,9,9,99,2
77989,2,1,1,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,6,2,2,3,1,1,1,2,1,1,1,96,4,4,2,1,2,2,6,4,2,2,1,1,2,1,2,2,2,2,2,2,3,1,6,1,2,6,2,6,6,6,6,6,6,6,6,6,4,6,4,6,2,1,2,9,99,99,9,9,99,9,9,9,9,9,9,9,9,99,9,9,6,6,6,6,6,6,9,99,9,9,9,9,9,9,1,2,9,9,9,9,99,2
77990,2,4,4,5,2,1,2,6,2,2,2,2,2,1,1,2,2,1,2,3,1,2,1,2,1,1,2,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,6,2,1,2,1,2,7,1,1,1,0,1,1,1,2,2,1,1,3,2,0,6,6,6,6,6,6,1,6,6,2,1,1,9,9,1,2,2,2,1,2,3,1
77992,1,4,4,9,1,6,1,2,2,2,2,2,2,1,2,1,2,2,2,3,1,2,1,1,2,6,1,1,1,1,96,4,4,1,6,6,6,1,3,2,2,1,2,1,1,2,1,2,2,2,2,3,1,6,2,6,2,2,6,1,6,6,6,6,6,2,6,4,6,4,1,2,1,2,1,7,4,1,2,4,1,1,2,1,2,2,2,3,3,2,3,2,1,2,2,2,1,3,2,2,2,3,3,1,1,2,2,1,1,1,2,3,1
77993,1,1,1,2,1,6,2,6,2,1,2,2,2,2,2,1,2,1,4,3,2,2,1,1,2,6,1,1,1,1,96,3,3,2,1,2,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,6,2,1,2,1,6,7,1,1,1,0,9,1,2,2,1,2,1,99,9,9,6,6,6,6,6,6,9,99,9,9,9,9,9,9,3,1,9,9,9,9,99,2
77997,2,4,4,5,2,1,2,6,2,1,1,2,2,2,1,1,2,2,1,3,1,2,1,2,2,6,2,2,6,2,5,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,99,99,1,6,96,6,6,6,1,6,6,6,6,96,6,0,6,6,6,6,6,6,1,4,2,2,3,3,9,9,3,1,2,2,1,9,99,2
78002,2,3,3,7,1,6,2,6,2,2,2,2,2,1,1,1,2,1,2,3,1,2,2,2,1,1,2,2,6,2,2,6,6,6,6,6,6,6,6,6,1,2,2,1,1,1,2,2,2,2,2,3,2,1,6,6,1,2,2,6,6,6,6,6,4,6,6,6,6,6,2,2,1,2,1,5,5,1,2,8,2,2,2,1,2,2,2,3,3,2,3,4,1,2,2,3,1,3,1,6,2,2,2,2,2,1,2,2,2,1,2,99,2
78004,1,4,4,5,2,1,2,6,2,2,2,2,2,1,1,2,2,1,2,3,1,6,1,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,3,7,1,1,2,1,2,2,2,2,1,1,1,4,1,6,6,6,6,6,6,6,1,6,1,1,1,1,1,1,4,2,1,2,1,2,4,2
78009,1,4,4,2,1,6,2,6,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,4,10,2,9,99,9,9,9,1,6,6,6,6,96,6,1,1,1,2,1,6,3,1,6,6,1,1,1,1,1,3,2,1,2,2,1,99,1
78014,3,3,3,4,1,6,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,2,6,6,1,2,6,1,6,6,6,6,3,2,6,6,6,6,4,2,1,2,2,7,4,1,6,96,6,6,6,1,6,6,6,6,96,6,1,2,2,1,6,6,1,3,3,2,3,1,1,1,1,2,2,1,1,1,2,4,2
78016,3,2,2,9,2,1,2,6,2,2,2,2,2,1,1,2,2,2,2,3,1,6,1,2,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,7,2,1,1,2,1,1,1,1,1,2,2,2,5,2,0,6,6,6,6,6,6,1,6,3,3,1,1,1,1,4,2,1,2,1,2,5,2
78017,3,1,1,5,2,1,1,2,2,2,2,2,2,1,1,2,2,3,4,2,1,2,1,1,1,1,3,1,1,1,96,4,4,2,2,2,1,6,5,2,2,2,1,2,1,2,2,2,2,2,2,3,1,6,6,2,6,1,6,6,6,6,6,6,6,6,6,4,6,4,6,1,1,1,1,5,5,1,2,1,2,1,1,1,2,1,1,2,4,2,1,2,2,2,6,6,1,1,6,2,3,1,1,1,1,4,2,1,2,1,2,4,2
78019,3,1,1,1,1,6,1,2,2,2,2,2,2,1,2,1,2,1,3,3,1,2,1,2,2,6,3,1,1,1,96,1,3,2,6,6,6,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,1,6,3,6,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,1,2,1,1,2,2,1,3,1,2,3,3,3,1,1,2,2,1,2,1,2,3,1
78020,3,2,2,6,1,6,2,6,2,2,2,2,2,1,2,2,2,1,9,2,1,6,1,1,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,2,6,6,1,1,6,2,6,6,6,6,3,2,6,6,6,6,4,2,1,2,1,4,3,1,1,2,3,2,2,1,2,1,2,1,4,2,1,2,1,1,2,2,1,2,4,3,3,1,1,1,1,3,1,2,2,1,2,4,2
78022,2,4,4,5,1,6,1,2,2,2,2,2,2,1,1,1,2,1,1,3,2,2,1,1,1,2,2,1,1,1,96,0,0,6,6,6,6,6,6,2,2,2,1,2,1,2,2,2,2,2,2,3,1,6,6,1,6,2,6,6,6,6,6,6,6,6,6,0,6,0,6,1,1,2,2,7,5,9,6,96,6,6,6,2,6,6,6,6,96,6,0,6,6,6,6,6,6,4,2,6,2,1,1,1,1,4,2,2,1,2,1,1,1
78023,3,3,3,2,1,6,2,6,2,2,2,2,2,1,1,1,2,1,9,2,1,2,2,1,1,1,3,1,1,1,96,0,0,6,6,6,6,6,6,2,2,2,2,2,1,1,1,2,2,2,2,3,2,6,6,6,6,1,2,1,6,6,6,6,6,1,2,2,0,0,6,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,4,1,1,2,2,1,3,3,6,2,3,9,9,9,9,1,1,9,9,9,9,99,2
78028,1,4,4,9,1,6,1,2,2,2,2,2,2,1,1,2,2,1,1,3,1,2,1,1,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,1,2,1,1,2,1,1,1,2,2,3,2,6,2,6,1,2,6,1,2,2,6,6,6,1,4,4,3,3,1,2,1,1,1,7,4,1,1,3,0,1,1,1,2,2,1,2,4,1,6,6,6,6,6,6,6,1,6,9,1,3,3,1,1,2,2,1,2,1,2,5,1
78029,1,4,4,8,1,6,1,1,2,2,2,2,2,1,1,2,2,1,5,1,1,2,2,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,2,1,2,1,4,3,1,1,2,1,2,2,1,2,1,2,2,3,1,6,6,6,6,6,6,6,3,1,6,1,2,2,1,1,1,2,2,2,1,2,3,1
78030,2,2,2,4,1,6,2,6,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,6,2,1,1,1,96,4,4,1,2,2,1,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,4,1,1,2,2,1,2,1,6,2,1,1,1,1,4,1,2,2,1,2,1,1
78032,1,1,1,4,1,6,1,2,2,2,2,2,2,1,1,2,2,2,4,6,1,2,1,1,1,1,1,1,1,1,96,0,0,6,6,6,6,6,6,2,2,1,1,1,1,2,2,2,2,1,2,3,2,6,2,2,2,1,6,6,6,6,1,6,6,6,6,0,6,0,3,2,1,2,1,7,5,1,1,6,0,1,1,1,1,2,2,1,3,1,6,6,6,6,6,6,6,1,6,2,2,1,1,1,1,2,2,2,2,1,2,3,1
78033,2,4,4,8,1,6,1,1,2,2,2,2,2,1,1,2,2,1,3,1,2,2,1,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,1,6,6,2,2,6,1,6,6,6,6,4,2,6,6,6,6,1,2,1,2,1,4,3,1,1,3,2,2,2,1,2,2,2,2,4,1,6,6,6,6,6,6,6,3,6,6,2,3,3,3,3,1,2,1,2,1,1,4,2
78036,1,3,3,8,1,6,2,6,2,2,2,2,2,1,2,2,2,1,3,3,2,2,1,1,1,1,1,1,1,1,96,3,3,2,6,6,6,1,4,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,4,4,1,1,1,6,3,3,1,6,1,1,1,1,1,1,1,1,2,2,1,99,2
78037,1,4,4,9,1,6,1,1,2,2,2,2,2,1,1,1,2,1,2,5,1,2,4,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,2,1,7,4,2,1,1,0,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,3,1,9,1,3,3,3,3,1,2,2,2,3,1,3,2
78038,2,4,4,5,1,6,2,6,2,2,2,2,2,1,2,2,2,2,5,2,1,2,2,1,2,6,2,2,6,2,3,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,3,3,6,2,1,1,1,2,2,1,1,7,3,3,3,1,2,2,3,2,2,2,3,1,1,1,1,6,1,5,1,6,2,1,1,1,1,1,2,2,2,9,1,99,2
78039,1,2,2,9,1,6,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,6,1,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,7,4,2,2,2,0,1,1,2,1,4,2,2,1,2,0,6,6,6,6,6,6,3,4,6,1,2,2,1,1,1,2,2,2,1,2,1,2
78040,1,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,1,1,2,1,2,1,1,1,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,2,1,2,2,2,3,2,1,6,6,6,1,6,6,2,6,6,6,3,6,0,0,0,0,6,2,1,2,1,3,2,1,1,3,0,1,1,1,2,1,1,1,4,1,6,6,6,6,6,6,6,1,6,3,3,3,3,3,3,3,1,1,2,1,2,3,2
78042,2,4,4,6,1,6,1,2,2,2,2,2,2,1,1,2,2,1,3,2,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,1,6,6,2,2,6,1,6,6,6,6,9,1,3,3,1,1,1,2,1,2,1,7,4,1,1,3,2,1,2,1,2,2,2,1,4,2,3,2,1,2,2,3,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,4,2
