PUMFID,CERTLEVP,REG_INST,REG_RESP,PGMCIPAP,PGM_P034,PGM_P036,PGM_P100,PGM_P111,PGM_280A,PGM_280B,PGM_280C,PGM_280D,PGM_280E,PGM_280F,PGM_290,PGM_350,PGM_380,PGM_P401,PGM_410,PGM_415,PGM_430,COV_010,COV_070,COV_080,EDU_010,EDU_P020,HLOSINTP,STL_010,STL_020,STULOANS,STL_030,OWESLGD,OWEGVIN,STL_080,STL_100A,STL_100B,STL_100C,STL_100D,STL_130,STL_150,STL_160B,STL_160C,STL_160D,STL_160E,STL_160F,STL_160G,STL_160H,STL_160I,STL_160J,STL_160L,STLP160N,SRCFUND,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170G,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,RESPP,STL_190,DBTOTGRD,DBTALGRD,DBTOTINT,DBTALINT,SCHOLARP,LMA_010,LFSTATP,LMA2_07,LMA3_P01,LFCINDP,LFCOCCP,LFWFTPTP,LMA6_05,LMA6_08,JOBQLEVP,JOBQLGRD,JOBQLINT,LMA6_11,LMA6_12,LMA6_13A,LMA6_13B,LMA6_13C,JOBINCP,LMA6_15,AFT_P010,AFT_P020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_160,PREVLEVP,HLOSGRDP,PAR1GRD,PAR1INT,PAR2GRD,PAR2INT,GRADAGEP,GENDER2,MS_P01,MS_P02,CTZSHIPP,VISBMINP,PERSINCP,DDIS_FL
74689,3,3,3,5,1,6,1,1,2,1,1,2,1,2,1,1,2,1,2,3,1,6,1,2,1,2,3,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,3,3,6,2,1,2,1,6,3,1,1,2,3,2,2,2,1,3,5,1,3,2,1,2,1,1,1,6,2,3,2,6,3,1,1,1,1,2,1,1,2,3,1,2,2
74690,1,1,1,5,1,6,2,6,2,2,1,2,2,2,1,2,2,2,8,1,2,2,4,1,2,6,1,1,1,1,96,3,3,2,6,6,6,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,6,2,1,2,1,7,2,1,1,1,1,2,2,3,2,1,4,2,2,2,2,1,1,2,2,2,3,1,6,1,1,1,1,1,1,3,2,1,1,1,2,2,2
74691,3,2,3,8,1,6,1,1,9,9,9,9,9,9,1,9,2,1,4,3,1,6,1,2,2,6,3,2,6,2,5,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,2,1,2,1,6,3,1,1,3,3,2,2,1,2,2,2,3,5,2,1,2,1,1,1,6,1,1,6,2,3,2,2,1,1,3,2,1,1,3,1,99,2
74692,1,4,4,4,1,6,1,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,1,1,2,6,1,1,1,1,96,3,1,2,6,6,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,3,6,1,6,2,1,2,1,7,4,1,1,1,1,2,2,1,2,2,2,2,2,1,6,6,6,6,6,6,6,1,6,6,1,3,3,2,2,1,2,1,2,1,2,2,1
74693,1,1,1,8,1,6,1,3,2,2,2,2,2,1,1,2,2,1,3,1,2,2,1,2,2,6,1,1,1,1,96,4,3,2,6,6,6,1,4,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,3,3,1,2,2,1,2,2,1,2,2,4,3,4,2,2,2,1,1,2,2,1,1,4,6,1,1,1,1,1,2,1,2,2,1,2,5,2
74695,1,1,1,2,9,9,2,6,2,2,2,2,2,1,1,2,2,1,4,3,1,2,1,2,1,1,1,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,3,2,6,6,6,6,6,1,1,2,1,1,10,9,2,6,9,1,1,3,2,3,3,3,99,1,6,6,6,6,6,6,6,3,2,6,1,3,3,1,1,1,1,2,2,1,2,1,2
74696,3,4,4,5,1,6,1,1,2,2,2,2,2,1,1,1,2,1,3,1,1,2,1,2,1,1,3,2,6,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,1,1,3,2,1,1,5,2,1,1,2,1,4,4,2,3,1,6,6,6,6,6,6,6,4,6,2,3,1,1,1,1,3,1,1,1,1,1,1,2
74703,1,3,3,9,1,6,1,2,2,2,2,2,2,1,1,2,2,1,2,3,1,2,1,1,2,6,1,1,1,1,96,4,0,2,2,1,2,6,6,2,2,2,2,2,1,2,1,2,2,2,2,3,2,6,6,6,6,1,6,1,6,6,6,6,6,1,3,4,3,3,6,2,2,6,6,96,96,6,6,96,6,9,6,6,6,6,6,6,96,6,3,2,1,2,2,2,1,1,6,9,9,9,9,9,9,4,1,1,1,1,2,2,1
74704,3,4,4,8,1,6,2,6,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,6,3,2,6,2,4,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,1,1,6,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,3,1,1,1,6,1,2,2,2,3,2,2,1,1,2,1,2,2,3,1,3,2
74708,2,4,4,1,1,6,1,2,2,2,2,2,2,1,1,2,2,1,1,3,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,1,2,2,3,2,2,6,6,1,2,6,1,6,2,6,6,1,1,1,1,2,2,2,2,1,2,1,5,5,1,1,6,2,2,2,1,2,2,2,2,3,1,6,6,6,6,6,6,6,3,1,6,2,2,2,2,2,1,2,1,2,1,2,3,1
74709,2,1,1,4,1,6,1,1,2,2,1,1,2,2,1,1,2,2,4,3,1,1,1,1,2,6,2,2,6,2,4,6,6,6,6,6,6,6,6,6,2,2,2,1,1,2,1,2,2,2,2,3,2,6,6,6,2,1,6,1,6,6,6,6,6,2,6,6,6,6,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,1,6,3,1,3,6,2,3,3,3,3,1,2,1,2,9,1,3,1
74710,2,3,3,6,1,6,2,6,2,2,2,2,2,1,1,1,2,1,5,2,1,2,2,1,1,1,2,1,1,1,96,3,0,2,6,6,6,1,6,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,2,2,2,2,1,6,6,6,6,3,2,6,3,6,0,3,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,1,1,1,2,2,1,3,2,6,2,2,1,2,1,1,1,2,2,1,1,99,1
74712,3,1,1,9,1,6,1,2,2,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,2,6,3,1,1,1,96,4,4,1,1,2,2,6,4,2,2,1,1,2,1,1,2,1,2,2,2,3,1,6,2,2,6,1,2,6,2,6,6,6,6,6,0,4,2,4,6,2,1,2,2,7,4,2,9,99,9,9,9,1,6,6,6,6,96,6,1,2,1,2,2,2,2,1,5,2,3,1,1,1,1,3,2,1,1,1,2,1,1
74713,2,3,3,8,1,6,1,3,2,2,2,2,2,1,1,1,2,1,4,3,2,2,5,2,1,1,3,1,1,1,96,3,0,2,6,6,6,1,6,2,2,1,1,2,1,2,2,2,2,2,2,3,1,6,2,2,6,1,6,6,6,6,6,6,6,6,6,3,6,0,6,2,1,2,1,5,2,1,2,8,2,2,1,2,3,3,4,3,3,2,2,2,1,1,2,1,3,3,4,6,2,1,1,1,1,1,2,2,2,2,1,3,1
74714,2,4,4,6,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,3,2,2,2,2,1,1,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,2,1,2,2,2,2,3,2,6,6,6,2,1,6,1,6,6,6,6,6,1,1,1,0,0,1,2,1,2,1,6,7,1,1,2,9,1,1,2,1,2,5,3,1,1,6,6,6,6,6,6,6,1,3,6,2,2,2,1,1,1,1,2,2,2,2,1,1
74715,1,3,3,5,2,1,2,6,2,2,2,2,2,1,1,2,2,3,6,1,1,2,4,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,1,2,3,2,6,6,6,6,1,6,2,6,6,1,6,6,1,0,0,0,0,6,2,1,2,1,1,2,1,1,7,0,1,1,2,2,1,1,1,4,1,6,6,6,6,6,6,6,1,6,1,1,3,3,2,2,3,1,1,1,1,2,99,1
74716,3,2,2,5,2,4,2,6,2,2,2,2,2,1,1,2,2,1,3,2,1,2,1,2,2,6,3,1,1,1,96,2,1,2,6,6,6,1,2,2,2,1,2,1,1,1,1,1,2,1,2,3,2,6,2,6,2,1,2,2,1,6,2,6,6,2,0,2,0,1,1,2,1,2,1,3,2,1,1,1,2,1,1,1,2,2,2,1,5,1,6,6,6,6,6,6,6,3,4,2,3,1,1,1,1,2,2,1,2,1,2,4,2
74717,3,2,2,5,1,6,1,1,2,2,2,2,2,1,1,1,2,2,3,1,1,2,1,2,1,1,3,2,6,2,4,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,9,1,3,3,3,3,6,1,1,2,1,3,10,1,1,2,3,2,2,3,2,1,1,1,4,2,0,6,6,6,6,6,6,1,2,3,3,1,1,1,1,3,2,1,1,1,2,4,2
74718,1,2,2,4,1,6,2,6,2,2,2,2,2,1,1,2,2,1,2,3,1,2,5,1,1,1,1,1,2,2,96,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,1,2,2,2,3,6,6,6,6,6,1,6,2,1,6,6,6,6,2,2,2,0,0,6,2,1,1,2,6,10,1,6,96,6,6,6,1,6,6,6,6,96,6,1,2,1,1,1,6,2,3,1,1,1,2,2,1,1,1,2,2,2,1,2,3,1
74720,1,3,3,8,1,6,1,1,2,2,2,2,2,1,2,1,2,1,3,3,2,2,1,2,1,1,1,1,1,1,96,3,4,2,6,6,6,1,4,2,2,1,2,2,1,2,2,2,2,2,2,3,1,6,1,6,6,2,6,6,6,6,6,6,6,6,6,3,6,4,6,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,1,3,1,1,1,6,1,3,6,3,3,9,9,9,9,4,1,1,1,3,1,99,2
74723,3,3,3,9,1,6,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,6,3,1,1,1,96,3,3,2,6,6,6,1,5,2,1,2,1,2,2,2,1,2,2,2,2,3,1,2,6,2,6,6,6,2,6,6,6,6,9,2,6,3,6,3,6,2,1,1,2,7,5,1,6,96,6,6,6,1,6,6,6,6,96,6,0,6,6,6,6,6,6,1,6,2,3,1,1,1,1,4,2,1,1,1,2,2,1
74729,2,4,4,7,1,6,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,6,2,2,6,2,3,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,6,2,1,2,1,2,3,1,1,7,2,2,2,1,1,1,1,1,4,2,1,2,1,1,1,6,1,3,6,1,2,3,3,3,3,9,1,1,1,3,1,99,2
74730,3,4,4,9,1,6,2,6,2,2,2,2,1,2,1,1,2,1,3,2,1,1,5,1,2,6,3,2,6,2,4,6,6,6,6,6,6,6,6,6,2,2,1,1,1,2,1,2,2,2,2,3,2,6,6,1,2,1,6,2,6,6,6,6,6,2,6,6,6,6,1,2,1,2,1,5,5,1,2,3,3,2,2,1,2,2,5,3,3,1,6,6,6,6,6,6,6,3,3,3,3,1,1,1,1,2,2,1,2,3,2,3,1
74732,1,3,3,99,1,6,2,6,2,2,2,2,2,1,2,2,2,1,2,3,2,2,2,1,2,6,1,1,1,1,96,3,2,2,6,6,6,1,3,2,2,1,2,2,1,2,2,2,1,2,2,3,1,6,2,6,6,1,6,6,6,2,6,6,6,6,6,3,6,2,6,2,1,2,1,2,7,1,2,2,0,1,1,3,1,3,3,3,99,2,1,2,1,2,2,1,3,3,6,6,1,2,2,1,1,1,2,2,2,2,1,99,1
74733,2,1,1,2,1,6,2,6,2,2,2,2,2,1,1,1,2,1,1,99,1,2,1,2,1,1,3,1,1,1,96,4,4,1,1,2,2,6,5,2,2,2,2,2,1,2,2,1,2,2,2,3,1,6,6,6,6,1,6,6,2,6,6,6,6,6,3,4,0,4,6,1,1,2,1,7,2,2,1,2,0,1,1,3,1,3,4,2,1,2,4,1,1,2,1,6,3,1,3,1,2,1,1,1,1,1,2,2,2,1,2,1,1
74734,3,2,2,4,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,3,2,2,1,1,2,6,3,1,1,1,96,2,0,2,6,6,6,1,6,1,2,1,2,2,1,2,2,2,2,2,2,3,1,6,2,6,6,1,6,6,6,6,6,6,6,6,6,2,6,0,6,2,1,2,1,7,5,1,1,1,2,1,1,1,2,2,3,3,4,1,6,6,6,6,6,6,6,1,6,2,3,3,3,2,2,3,2,1,1,2,1,4,2
74737,3,2,2,4,2,1,2,6,2,2,2,2,2,1,1,2,2,1,2,3,1,1,1,2,2,6,3,1,1,1,96,4,0,2,6,6,6,1,6,2,2,2,2,2,1,2,1,2,2,2,2,3,1,6,6,6,6,1,6,2,6,6,6,6,6,2,6,4,6,0,6,2,1,2,1,3,2,1,1,1,2,1,1,1,2,1,1,1,5,1,6,6,6,6,6,6,6,1,6,3,3,1,1,1,1,4,1,1,2,1,2,5,1
74739,2,4,4,5,2,3,2,6,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,6,2,2,6,2,3,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,3,3,6,2,1,1,1,2,2,1,1,1,2,1,3,1,2,1,3,1,3,2,3,1,1,1,1,6,2,1,6,3,3,3,3,3,3,3,2,2,2,9,1,3,2
74740,2,1,1,2,1,6,2,6,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,96,0,2,6,6,6,6,6,6,2,2,2,2,1,1,2,1,2,2,2,2,3,2,6,6,6,1,2,6,1,6,6,6,6,6,2,6,0,6,2,3,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,3,3,1,1,1,6,3,3,3,2,2,3,3,1,1,1,2,2,2,1,2,1,2
74741,2,4,4,2,2,4,2,6,2,2,2,2,2,1,1,1,2,2,3,3,1,2,1,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2,2,2,2,2,3,2,1,2,2,1,6,6,6,6,6,6,6,2,6,6,6,6,6,2,2,1,1,1,1,10,1,2,7,9,1,1,3,2,2,1,2,3,1,6,6,6,6,6,6,6,3,1,6,2,1,1,1,1,1,2,2,2,2,2,1,1
74743,2,4,4,1,1,6,1,2,2,2,2,2,2,1,1,1,2,1,2,3,1,2,2,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,1,2,1,2,2,2,2,3,2,2,6,6,6,1,6,1,6,6,6,6,2,2,6,6,6,6,6,2,1,2,1,5,5,1,2,1,2,2,2,1,2,2,3,4,3,1,6,6,6,6,6,6,6,3,6,2,2,1,1,1,1,1,2,2,2,1,2,1,1
74744,1,1,1,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1,1,1,6,7,1,2,5,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,6,1,1,99,6,1,9,9,9,9,1,2,1,2,9,1,99,2
74745,3,1,1,5,1,6,2,6,2,2,1,2,2,2,1,1,2,2,3,3,1,2,1,2,2,6,3,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,1,1,1,2,2,1,2,2,3,2,2,6,6,1,1,2,6,6,2,6,6,3,6,6,6,6,6,4,2,1,2,1,7,5,1,2,2,3,2,2,1,2,2,1,4,4,2,2,2,1,1,2,2,2,3,5,3,3,9,1,1,1,3,1,1,1,1,2,5,2
74746,1,4,4,4,2,2,2,6,2,2,2,2,2,1,1,1,2,1,2,3,2,2,1,1,2,6,1,2,6,2,5,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,7,5,1,1,1,0,1,1,1,2,2,2,2,3,2,2,1,1,1,1,6,1,1,4,6,1,9,9,9,1,3,2,1,2,2,1,3,2
74747,3,2,2,9,2,1,2,6,2,2,2,2,2,1,2,2,2,1,1,3,1,2,1,2,1,2,3,1,1,1,96,1,9,2,6,6,6,1,6,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,9,6,1,1,2,1,7,4,1,1,8,2,1,1,2,1,2,2,1,4,1,6,6,6,6,6,6,6,1,6,3,3,1,1,1,1,3,1,2,2,1,2,4,2
74748,2,2,2,2,1,6,2,6,2,2,2,2,2,1,1,2,2,1,3,3,1,2,1,1,1,1,3,1,1,1,96,2,3,2,6,6,6,1,3,2,2,2,2,1,1,2,1,2,2,2,2,3,1,6,6,6,1,2,6,2,6,6,6,6,6,2,6,2,6,3,2,1,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,0,6,6,6,6,6,6,3,6,6,2,1,1,1,1,1,1,1,2,1,2,1,1
74749,1,3,3,9,1,6,2,6,2,2,2,2,2,1,2,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,96,3,3,2,6,6,6,1,3,2,2,1,2,2,1,2,2,2,2,2,2,3,1,6,1,6,6,2,6,6,6,6,6,6,6,6,6,3,6,3,6,2,1,2,1,7,4,1,1,1,1,2,2,1,2,2,2,3,3,1,6,6,6,6,6,6,6,3,6,6,1,2,2,1,1,1,2,2,2,1,2,99,1
74750,1,2,2,5,1,6,2,6,2,2,2,2,2,1,1,2,2,1,2,3,1,2,1,1,2,6,1,1,1,1,96,3,0,1,6,6,6,1,6,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,0,6,2,1,2,1,4,10,1,1,1,1,2,2,1,2,1,2,2,2,2,2,3,1,1,1,6,1,1,6,1,1,3,3,3,3,2,1,1,2,1,2,2,2
74751,1,3,3,8,1,6,2,6,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,1,2,2,1,2,1,2,2,1,2,3,2,6,1,6,6,2,6,2,6,6,1,6,6,1,2,2,0,0,6,2,1,2,1,1,3,1,1,7,0,1,1,1,2,2,2,2,4,1,6,6,6,6,6,6,6,1,3,6,1,3,3,3,3,1,1,2,2,1,2,4,2
74752,2,3,3,2,1,6,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,3,1,1,1,96,0,0,6,6,6,6,6,6,2,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,2,2,2,2,2,6,6,6,6,4,2,6,0,6,0,4,2,1,2,1,5,5,2,2,1,3,3,2,1,2,1,2,4,1,2,1,2,1,1,1,6,1,3,1,6,2,3,3,3,2,1,1,2,2,1,1,99,1
74753,2,4,4,2,1,6,2,6,2,1,1,1,2,2,1,2,2,2,2,6,2,1,4,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,4,4,4,6,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,2,1,1,2,1,6,3,3,1,6,2,1,1,1,1,2,1,2,2,3,1,2,2
74755,2,2,2,8,1,6,1,2,2,2,2,2,2,1,1,2,1,1,1,3,1,2,1,1,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,9,2,6,6,6,6,6,2,1,2,1,4,3,1,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,6,1,3,3,6,2,3,3,2,2,1,1,1,2,1,2,3,2
74757,1,4,4,5,1,6,2,6,2,2,2,2,2,1,1,2,2,2,1,1,2,2,5,2,2,6,1,2,6,2,4,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,2,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,4,1,1,1,1,6,2,1,4,2,2,1,1,1,1,2,2,2,2,3,1,3,2
74758,1,2,2,5,1,6,2,6,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,6,2,1,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,1,1,2,1,2,7,2,2,7,0,1,1,3,1,1,2,1,1,2,0,6,6,6,6,6,6,3,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2
74759,2,4,4,1,1,6,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,6,2,1,1,1,96,3,1,2,6,6,6,1,3,2,2,1,1,2,2,2,2,2,1,2,2,3,1,6,2,1,6,6,6,6,6,2,6,6,6,6,6,3,6,1,6,2,1,2,1,5,5,1,2,2,2,2,2,1,2,3,4,5,4,2,0,6,6,6,6,6,6,1,6,6,2,1,1,1,1,2,1,1,2,1,2,4,2
74760,3,1,1,7,1,6,1,2,2,2,2,2,1,2,1,2,2,1,2,3,1,2,1,1,2,6,3,1,1,1,96,4,3,2,1,2,2,6,2,2,1,2,2,1,1,2,1,2,2,2,2,3,1,2,6,6,1,2,6,2,6,6,6,6,1,2,6,4,6,3,4,2,1,2,1,6,10,2,1,1,0,1,1,1,1,2,4,2,1,1,6,6,6,6,6,6,6,3,3,2,3,1,1,1,1,1,1,2,2,1,2,1,1
74761,2,4,4,5,2,1,2,6,2,2,2,2,1,2,1,1,2,1,9,1,1,6,3,1,1,1,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,2,1,1,1,3,2,6,6,6,2,1,2,1,6,2,2,9,6,2,6,6,6,6,2,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,1,2,1,1,1,6,1,1,3,2,2,2,2,1,1,2,1,2,2,1,1,3,2
74764,1,4,4,10,1,6,2,6,2,2,2,2,2,1,1,2,2,2,3,2,1,2,1,2,2,6,1,1,1,1,96,3,2,2,6,6,6,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,2,6,2,1,2,1,6,7,1,1,1,0,9,1,1,9,9,9,9,99,9,9,6,6,6,6,6,6,9,99,9,9,9,9,9,9,1,1,9,9,9,9,99,2
74765,2,4,4,9,1,6,1,2,2,2,2,2,2,1,2,2,2,2,3,3,1,2,1,2,2,6,2,1,1,1,96,4,4,2,1,2,2,6,4,2,2,2,2,1,2,2,2,1,2,2,2,3,1,6,6,6,2,6,6,6,1,6,6,6,6,6,3,4,3,4,1,2,1,2,1,7,99,1,1,8,2,2,2,1,2,1,1,2,4,2,1,2,1,1,1,6,1,3,2,6,2,1,1,1,1,1,2,2,2,1,2,2,2
74766,2,1,4,1,1,6,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,6,2,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,2,2,2,2,3,2,6,6,6,2,1,2,1,6,6,6,6,6,2,6,6,6,6,3,2,1,2,1,5,5,1,2,1,3,2,3,2,2,1,1,1,3,1,6,6,6,6,6,6,6,3,3,3,3,3,3,2,2,2,2,2,2,1,1,4,2
74767,2,4,4,8,1,6,1,1,2,2,2,2,2,1,1,2,2,1,5,1,2,1,1,2,2,6,2,1,1,1,96,4,4,1,6,6,6,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,1,2,1,2,1,1,10,1,2,1,0,1,1,2,2,2,2,4,4,1,6,6,6,6,6,6,6,3,5,6,2,3,3,2,2,1,1,2,2,3,1,4,2
74768,3,2,2,9,1,6,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,6,3,1,1,1,96,3,3,2,2,2,1,6,5,1,2,2,1,2,2,2,2,1,2,2,2,3,2,6,6,1,6,6,6,6,1,6,6,6,6,6,3,3,3,3,6,2,1,2,1,7,4,1,1,4,3,2,2,1,2,2,2,1,5,1,6,6,6,6,6,6,6,1,6,2,3,1,1,1,1,3,2,1,1,1,2,4,1
74769,1,1,1,8,1,6,1,1,2,2,2,2,2,1,1,1,2,3,2,1,2,2,1,1,2,6,1,2,6,2,4,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,5,5,1,2,2,1,1,2,1,1,1,2,3,2,2,3,2,1,1,1,6,3,1,6,2,2,3,3,3,3,4,1,1,1,9,1,1,2
74770,1,2,2,8,2,4,2,6,2,2,2,1,2,2,1,2,2,1,2,3,1,2,1,2,2,6,1,2,6,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,3,6,6,96,96,6,6,96,6,6,6,6,6,6,6,6,96,6,0,6,6,6,6,6,6,5,2,6,1,3,3,3,3,1,1,2,2,1,2,1,1
74771,2,1,1,9,1,6,1,2,2,2,2,2,2,1,1,2,2,2,3,1,1,2,1,2,2,6,2,1,1,1,96,4,3,2,1,2,2,6,3,2,2,1,2,2,1,2,2,1,1,2,2,3,1,6,2,6,6,2,6,6,1,2,6,6,6,6,2,4,2,4,6,2,1,1,1,7,4,2,1,1,1,1,1,2,1,1,4,1,1,2,2,2,1,2,1,6,1,1,6,1,2,2,2,1,1,3,2,1,2,1,2,1,1
74772,2,4,4,2,1,6,2,6,2,2,2,2,2,1,1,1,2,1,3,3,1,2,1,2,2,6,2,2,6,2,3,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,1,2,2,2,2,3,2,1,6,6,2,1,6,2,6,6,6,6,2,2,6,6,6,6,1,2,1,2,1,2,4,1,1,8,0,9,1,3,2,3,2,2,2,2,1,2,1,1,2,1,3,9,99,9,9,9,9,9,9,1,2,9,9,9,9,99,2
74773,3,3,3,9,1,6,1,2,2,2,2,2,2,1,1,1,2,3,2,2,1,2,1,2,1,1,3,1,1,1,96,0,0,6,6,6,6,6,6,2,2,2,2,2,1,2,1,1,1,1,2,3,2,6,6,6,6,1,6,1,2,2,2,6,6,2,0,0,0,0,6,2,1,1,1,3,5,1,1,2,1,1,1,1,1,1,3,1,4,2,1,1,1,1,1,6,1,1,6,2,3,1,1,1,1,2,1,2,2,1,2,4,2
